height;lenght;area;eccen;p_black;p_and;mean_tr;blackpix;blackand;wb_trans;Class
8;102;816;12750;.403;.929;2.70;329;758;122;Text
8;123;984;15375;.402;.750;2.71;396;738;146;Text
4;4;16;1000;.438;.438;7.00;7;7;1;Text
9;185;1665;20556;.398;.783;2.79;663;1303;238;Text
9;166;1494;18444;.392;.750;3.08;585;1120;190;Text
5;4;20;.800;.450;.450;9.00;9;9;1;Text
2;536;1072;268.00;.532;.558;30.00;570;598;19;horiz_line
5;31;155;6200;.355;.974;1.49;55;151;37;Text
8;84;672;10500;.229;.689;1.40;154;463;110;Text
9;240;2160;26667;.179;.605;1.26;386;1307;306;Text
9;272;2448;30222;.137;.532;1.33;336;1303;252;Text
9;148;1332;16444;.194;.685;1.37;258;912;189;Text
9;535;4815;59444;.126;.444;1.29;606;2136;469;Text
9;508;4572;56444;.188;.597;1.49;861;2731;579;Text
7;519;3633;74143;.073;.394;1.23;265;1431;215;Text
9;535;4815;59444;.088;.318;1.37;425;1530;310;Text
10;508;5080;50800;.100;.343;1.36;506;1742;372;Text
7;163;1141;23286;.212;.831;1.31;242;948;185;Text
9;101;909;11222;.211;.816;1.37;192;742;140;Text
9;508;4572;56444;.160;.520;1.30;732;2379;563;Text
9;520;4680;57778;.081;.308;1.37;378;1441;276;Text
2;535;1070;267.50;.545;.629;24.29;583;673;24;horiz_line
6;81;486;13500;.282;.957;1.34;137;465;102;Text
8;148;1184;18500;.208;.725;1.24;246;858;198;Text
9;534;4806;59333;.134;.503;1.34;644;2419;482;Text
9;306;2754;34000;.192;.751;1.40;530;2069;378;Text
8;174;1392;21750;.161;.720;1.30;224;1002;172;Text
9;534;4806;59333;.131;.516;1.31;629;2482;479;Text
10;534;5340;53400;.132;.519;1.28;703;2771;548;Text
9;267;2403;29667;.131;.517;1.35;315;1242;234;Text
8;196;1568;24500;.142;.644;1.40;222;1010;159;Text
9;534;4806;59333;.184;.733;1.34;884;3524;661;Text
9;534;4806;59333;.102;.417;1.40;491;2005;351;Text
8;101;808;12625;.222;.834;1.29;179;674;139;Text
9;275;2475;30556;.202;.717;1.39;500;1775;359;Text
7;197;1379;28143;.072;.326;1.50;99;450;66;Text
3;536;1608;178.67;.341;.353;61.00;549;567;9;horiz_line
32;106;3392;3313;.198;.395;4.56;671;1341;147;picture
14;298;4172;21286;.207;.710;3.49;862;2962;247;Text
13;38;494;2923;.332;.935;4.00;164;462;41;Text
24;468;11232;19500;.472;.922;7.69;5296;10359;689;Text
25;491;12275;19640;.454;.937;7.21;5572;11502;773;Text
8;75;600;9375;.423;.870;3.02;254;522;84;Text
7;95;665;13571;.296;.982;1.64;197;653;120;Text
7;61;427;8714;.319;.988;1.77;136;422;77;Text
9;108;972;12000;.222;.778;1.73;216;756;125;Text
28;32;896;1143;.481;.742;7.43;431;665;58;graphic
8;214;1712;26750;.421;.807;2.90;720;1382;248;Text
8;83;664;10375;.404;.741;2.58;268;492;104;Text
8;107;856;13375;.381;.770;2.40;326;659;136;Text
9;180;1620;20000;.343;.738;2.47;555;1196;225;Text
9;248;2232;27556;.330;.727;2.39;737;1622;308;Text
9;103;927;11444;.383;.825;2.75;355;765;129;Text
9;169;1521;18778;.353;.742;2.53;537;1129;212;Text
10;185;1850;18500;.360;.688;2.81;666;1272;237;Text
3;470;1410;156.67;.352;.387;23.62;496;545;21;horiz_line
2;64;128;32000;.430;.602;3.93;55;77;14;horiz_line
6;29;174;4833;.368;.954;1.73;64;166;37;Text
8;150;1200;18750;.205;.628;1.32;246;753;187;Text
8;275;2200;34375;.209;.737;1.31;460;1621;351;Text
9;245;2205;27222;.160;.607;1.39;353;1338;254;Text
9;508;4572;56444;.184;.705;1.31;840;3224;640;Text
7;256;1792;36571;.135;.603;1.36;242;1081;178;Text
1;249;249;249.00;.173;1.00;1.02;43;249;42;Text
9;534;4806;59333;.163;.633;1.34;784;3043;585;Text
10;508;5080;50800;.131;.510;1.27;667;2593;527;Text
8;508;4064;63500;.092;.393;1.28;372;1599;290;Text
9;69;621;7667;.209;.808;1.38;130;502;94;Text
8;532;4256;66500;.192;.720;1.28;816;3066;636;Text
6;103;618;17167;.248;.909;1.23;153;562;124;Text
8;274;2192;34250;.150;.583;1.35;329;1277;244;Text
7;150;1050;21429;.178;.774;1.36;187;813;138;Text
7;34;238;4857;.282;.782;1.49;67;186;45;Text
9;533;4797;59222;.167;.592;1.34;799;2841;596;Text
6;62;372;10333;.234;.852;1.36;87;317;64;Text
9;274;2466;30444;.158;.580;1.31;390;1431;298;Text
7;193;1351;27571;.206;.813;1.37;278;1099;203;Text
9;107;963;11889;.191;.739;1.36;184;712;135;Text
9;464;4176;51556;.158;.550;1.30;658;2297;505;Text
8;256;2048;32000;.124;.563;1.26;253;1153;200;Text
1;263;263;263.00;.152;1.00;1.03;40;263;39;Text
10;499;4990;49900;.147;.631;1.27;733;3150;575;Text
7;305;2135;43571;.109;.501;1.21;232;1069;191;Text
1;200;200;200.00;.130;1.00;1.04;26;200;25;Text
1;277;277;277.00;1.00;1.00;277.00;277;277;1;horiz_line
1;257;257;257.00;1.00;1.00;257.00;257;257;1;horiz_line
7;147;1029;21000;.215;.956;1.28;221;984;173;Text
32;350;11200;10938;.142;.402;3.96;1588;4497;401;picture
13;37;481;2846;.322;.992;3.52;155;477;44;Text
25;471;11775;18840;.449;.886;7.80;5290;10437;678;Text
25;495;12375;19800;.464;.952;7.33;5748;11777;784;Text
8;59;472;7375;.381;.873;2.77;180;412;65;Text
7;96;672;13714;.314;.988;1.77;211;664;119;Text
8;62;496;7750;.296;.869;1.81;147;431;81;Text
9;109;981;12111;.219;.779;1.67;215;764;129;Text
29;31;899;1069;.463;.726;6.93;416;653;60;graphic
7;216;1512;30857;.458;.856;3.11;693;1294;223;Text
8;83;664;10375;.437;.866;2.52;290;575;115;Text
9;182;1638;20222;.378;.789;2.95;619;1292;210;Text
9;108;972;12000;.329;.691;2.27;320;672;141;Text
10;249;2490;24900;.294;.636;2.32;731;1584;315;Text
8;103;824;12875;.425;.933;2.71;350;769;129;Text
9;187;1683;20778;.420;.786;3.03;707;1323;233;Text
9;170;1530;18889;.371;.766;2.60;567;1172;218;Text
2;537;1074;268.50;.507;.528;181.33;544;567;3;horiz_line
6;29;174;4833;.420;.937;1.92;73;163;38;Text
8;152;1216;19000;.199;.677;1.27;242;823;191;Text
8;535;4280;66875;.164;.600;1.35;704;2566;520;Text
9;535;4815;59444;.173;.667;1.36;832;3214;613;Text
9;535;4815;59444;.191;.788;1.36;921;3793;676;Text
9;535;4815;59444;.146;.634;1.32;704;3052;534;Text
9;534;4806;59333;.140;.518;1.32;671;2491;507;Text
8;69;552;8625;.234;.683;1.54;129;377;84;Text
9;138;1242;15333;.155;.717;1.34;193;890;144;Text
9;218;1962;24222;.148;.582;1.43;290;1141;203;Text
2;537;1074;268.50;.594;.655;21.27;638;703;30;horiz_line
6;76;456;12667;.353;.961;1.49;161;438;108;Text
7;152;1064;21714;.214;.730;1.27;228;777;179;Text
9;284;2556;31556;.141;.601;1.26;361;1537;286;Text
7;228;1596;32571;.154;.548;1.40;245;875;175;Text
9;535;4815;59444;.118;.482;1.31;566;2323;432;Text
10;535;5350;53500;.113;.458;1.36;606;2448;447;Text
10;535;5350;53500;.166;.681;1.32;889;3646;671;Text
9;536;4824;59556;.154;.602;1.36;743;2904;547;Text
9;533;4797;59222;.166;.803;1.30;797;3853;612;Text
3;537;1611;179.00;.345;.405;22.24;556;652;25;horiz_line
9;349;3141;38778;.125;.453;1.29;394;1422;306;Text
2;537;1074;268.50;.510;.534;49.82;548;574;11;horiz_line
31;105;3255;3387;.242;.456;4.89;787;1485;161;picture
14;38;532;2714;.227;.844;2.95;121;449;41;Text
13;228;2964;17538;.264;.942;3.29;783;2791;238;Text
24;471;11304;19625;.474;.921;7.90;5363;10409;679;Text
25;494;12350;19760;.462;.930;7.35;5707;11482;776;Text
8;62;496;7750;.361;.877;3.03;179;435;59;Text
8;96;768;12000;.276;.883;1.77;212;678;120;Text
8;62;496;7750;.308;.948;1.91;153;470;80;Text
9;109;981;12111;.219;.774;1.69;215;759;127;Text
28;32;896;1143;.488;.743;7.05;437;666;62;graphic
7;215;1505;30714;.548;.997;3.35;824;1500;246;Text
9;83;747;9222;.376;.687;2.49;281;513;113;Text
9;181;1629;20111;.361;.740;2.76;588;1205;213;Text
8;107;856;13375;.363;.734;2.24;311;628;139;Text
9;102;918;11333;.386;.895;2.77;354;822;128;Text
9;250;2250;27778;.347;.737;2.44;781;1659;320;Text
9;185;1665;20556;.386;.686;2.83;643;1142;227;Text
9;169;1521;18778;.343;.696;2.61;522;1058;200;Text
2;98;196;49000;.480;.653;9.40;94;128;10;horiz_line
2;415;830;207.50;.505;.578;16.76;419;480;25;horiz_line
2;63;126;31500;.341;.508;10.75;43;64;4;horiz_line
5;29;145;5800;.400;.966;1.61;58;140;36;Text
9;151;1359;16778;.184;.500;1.40;250;679;178;Text
9;535;4815;59444;.163;.600;1.40;786;2887;561;Text
9;535;4815;59444;.184;.676;1.49;887;3257;596;Text
9;279;2511;31000;.097;.339;1.34;243;851;181;Text
8;233;1864;29125;.151;.665;1.36;282;1239;207;Text
9;510;4590;56667;.148;.537;1.33;681;2465;513;Text
8;525;4200;65625;.095;.444;1.34;398;1865;297;Text
9;536;4824;59556;.189;.813;1.38;913;3924;662;Text
9;536;4824;59556;.091;.358;1.38;441;1725;320;Text
9;299;2691;33222;.133;.574;1.31;358;1545;274;Text
9;217;1953;24111;.168;.686;1.40;329;1339;235;Text
9;102;918;11333;.183;.804;1.27;168;738;132;Text
9;535;4815;59444;.136;.498;1.39;655;2399;470;Text
7;86;602;12286;.244;.831;1.27;147;500;116;Text
9;505;4545;56111;.189;.626;1.32;861;2847;654;Text
2;475;950;237.50;.504;.544;95.80;479;517;5;horiz_line
2;99;198;49500;.253;.616;4.55;50;122;11;horiz_line
6;75;450;12500;.356;.973;1.47;160;438;109;Text
8;61;488;7625;.207;.803;1.31;101;392;77;Text
10;336;3360;33600;.163;.623;1.32;549;2094;415;Text
7;155;1085;22143;.178;.614;1.46;193;666;132;Text
9;535;4815;59444;.165;.636;1.38;793;3063;573;Text
8;298;2384;37250;.138;.592;1.18;329;1412;278;Text
7;219;1533;31286;.182;.798;1.26;279;1224;222;Text
8;299;2392;37375;.186;.687;1.32;446;1643;338;Text
9;219;1971;24333;.109;.538;1.43;215;1060;150;Text
2;537;1074;268.50;.520;.621;26.57;558;667;21;horiz_line
8;198;1584;24750;.215;.832;1.31;341;1318;260;Text
5;13;65;2600;.338;.723;2.20;22;47;10;Text
1;537;537;537.00;1.00;1.00;537.00;537;537;1;horiz_line
31;105;3255;3387;.224;.417;5.35;728;1358;136;picture
13;228;2964;17538;.240;.933;3.02;710;2765;235;Text
13;37;481;2846;.306;.933;3.59;147;449;41;Text
24;178;4272;7417;.483;.933;8.00;2063;3987;258;Text
24;282;6768;11750;.443;.878;7.80;2995;5944;384;Text
26;294;7644;11308;.453;.917;7.60;3464;7010;456;Text
24;186;4464;7750;.505;.989;7.40;2256;4413;305;Text
7;101;707;14429;.501;.973;3.19;354;688;111;Text
7;96;672;13714;.274;.982;1.60;184;660;115;Text
7;61;427;8714;.321;.965;1.78;137;412;77;Text
8;109;872;13625;.200;.854;1.39;174;745;125;Text
28;32;896;1143;.462;.722;7.02;414;647;59;graphic
8;215;1720;26875;.404;.789;2.91;695;1357;239;Text
8;83;664;10375;.393;.700;2.42;261;465;108;Text
9;181;1629;20111;.350;.773;2.64;570;1260;216;Text
9;108;972;12000;.345;.645;2.45;335;627;137;Text
9;103;927;11444;.357;.864;2.47;331;801;134;Text
9;250;2250;27778;.305;.711;2.18;686;1600;314;Text
8;186;1488;23250;.399;.812;2.53;593;1208;234;Text
9;169;1521;18778;.333;.726;2.30;507;1104;220;Text
1;63;63;63000;1.00;1.00;63.00;63;63;1;horiz_line
1;186;186;186.00;.828;1.00;9.06;154;186;17;horiz_line
1;214;214;214.00;1.00;1.00;214.00;214;214;1;horiz_line
5;29;145;5800;.317;.952;1.39;46;138;33;Text
8;151;1208;18875;.174;.627;1.18;210;758;178;Text
10;251;2510;25100;.151;.567;1.29;378;1423;293;Text
7;262;1834;37429;.152;.684;1.28;279;1254;218;Text
9;207;1863;23000;.177;.632;1.29;330;1178;255;Text
9;262;2358;29111;.089;.430;1.19;210;1015;176;Text
9;280;2520;31111;.165;.684;1.24;415;1724;336;Text
8;209;1672;26125;.173;.828;1.27;290;1384;228;Text
9;103;927;11444;.164;.771;1.22;152;715;125;Text
9;270;2430;30000;.111;.495;1.27;270;1204;213;Text
7;198;1386;28286;.170;.713;1.36;236;988;174;Text
8;343;2744;42875;.129;.605;1.20;354;1661;294;Text
7;175;1225;25000;.186;.906;1.21;228;1110;188;Text
9;492;4428;54667;.132;.541;1.22;583;2397;476;Text
9;174;1566;19333;.150;.738;1.22;235;1156;193;Text
1;143;143;143.00;.133;1.00;1.06;19;143;18;Text
1;109;109;109.00;.183;1.00;1.05;20;109;19;Text
9;535;4815;59444;.106;.470;1.21;510;2262;422;Text
10;86;860;8600;.145;.637;1.21;125;548;103;Text
10;219;2190;21900;.153;.601;1.24;334;1317;270;Text
7;59;413;8429;.150;.576;1.38;62;238;45;Text
1;123;123;123.00;.163;1.00;1.05;20;123;19;Text
7;62;434;8857;.189;.756;1.28;82;328;64;Text
9;314;2826;34889;.156;.587;1.25;440;1659;352;Text
7;80;560;11429;.155;.698;1.18;87;391;74;Text
1;62;62;62000;.984;1.00;61.00;61;62;1;horiz_line
1;148;148;148.00;.986;1.00;73.00;146;148;2;horiz_line
1;278;278;278.00;.946;1.00;29.22;263;278;9;horiz_line
5;75;375;15000;.269;.979;1.22;101;367;83;Text
9;151;1359;16778;.139;.549;1.17;189;746;162;Text
10;251;2510;25100;.141;.621;1.23;354;1559;287;Text
7;141;987;20143;.163;.787;1.16;161;777;139;Text
1;60;60;60000;.200;1.00;1.09;12;60;11;Text
9;127;1143;14111;.174;.718;1.28;199;821;155;Text
8;199;1592;24875;.115;.575;1.18;183;915;155;Text
1;89;89;89000;.169;1.00;1.07;15;89;14;Text
8;175;1400;21875;.156;.882;1.20;219;1235;183;Text
8;203;1624;25375;.149;.767;1.27;242;1246;191;Text
1;36;36;36000;.222;1.00;1.14;8;36;7;Text
8;69;552;8625;.159;.772;1.29;88;426;68;Text
10;318;3180;31800;.128;.511;1.18;406;1625;344;Text
7;141;987;20143;.160;.757;1.17;158;747;135;Text
10;250;2500;25000;.120;.603;1.19;301;1507;253;Text
7;198;1386;28286;.055;.359;1.23;76;498;62;Text
1;26;26;26000;1.00;1.00;26.00;26;26;1;horiz_line
1;13;13;13000;1.00;1.00;13.00;13;13;1;horiz_line
1;145;145;145.00;.972;1.00;35.25;141;145;4;horiz_line
1;36;36;36000;.306;1.00;1.83;11;36;6;horiz_line
1;81;81;81000;.901;1.00;24.33;73;81;3;horiz_line
1;187;187;187.00;.963;1.00;25.71;180;187;7;horiz_line
7;148;1036;21143;.184;.816;1.20;191;845;159;Text
31;37;1147;1194;.189;.555;2.07;217;637;105;picture
14;57;798;4071;.714;.940;11.88;570;750;48;Text
13;138;1794;10615;.232;.697;3.86;417;1251;108;Text
13;104;1352;8000;.246;.699;4.05;332;945;82;Text
13;38;494;2923;.285;.907;3.62;141;448;39;Text
25;178;4450;7120;.490;.896;7.90;2181;3988;276;Text
24;187;4488;7792;.485;.918;8.16;2178;4122;267;Text
24;84;2016;3500;.474;.872;8.69;956;1758;110;Text
25;187;4675;7480;.486;.939;7.42;2272;4390;306;Text
25;294;7350;11760;.471;.907;7.72;3459;6663;448;Text
8;86;688;10750;.494;.945;2.64;340;650;129;Text
8;101;808;12625;.290;.978;1.71;234;790;137;Text
8;63;504;7875;.321;.954;1.82;162;481;89;Text
9;108;972;12000;.247;.855;1.69;240;831;142;Text
28;32;896;1143;.501;.744;7.02;449;667;64;Text
8;215;1720;26875;.416;.808;2.94;715;1389;243;Text
9;84;756;9333;.329;.632;2.08;249;478;120;Text
9;183;1647;20333;.327;.744;2.25;538;1225;239;Text
9;110;990;12222;.311;.627;2.08;308;621;148;Text
9;105;945;11667;.334;.869;2.19;316;821;144;Text
9;249;2241;27667;.301;.739;1.96;674;1655;344;Text
9;191;1719;21222;.328;.747;2.14;564;1284;264;Text
9;168;1512;18667;.315;.697;2.15;476;1054;221;Text
2;538;1076;269.00;.519;.684;34.88;558;736;16;horiz_line
8;511;4088;63875;.084;.338;1.31;343;1380;261;Text
7;14;98;2000;.296;.786;2.90;29;77;10;Text
2;538;1076;269.00;.637;.703;29.78;685;756;23;horiz_line
6;32;192;5333;.365;.958;1.67;70;184;42;Text
10;176;1760;17600;.181;.552;1.36;319;972;235;Text
9;510;4590;56667;.075;.288;1.44;346;1323;241;Text
8;15;120;1875;.250;.808;2.14;30;97;14;Text
10;309;3090;30900;.200;.730;1.40;618;2257;441;Text
8;187;1496;23375;.155;.747;1.38;232;1118;168;Text
8;14;112;1750;.286;.884;2.67;32;99;12;Text
10;511;5110;51100;.161;.634;1.43;822;3238;575;Text
8;14;112;1750;.250;.786;3.11;28;88;9;Text
8;40;320;5000;.281;.872;1.45;90;279;62;Text
11;511;5621;46455;.170;.538;1.42;956;3023;671;Text
8;15;120;1875;.325;.833;1.86;39;100;21;Text
10;511;5110;51100;.115;.414;1.53;588;2114;385;Text
8;15;120;1875;.267;.767;2.29;32;92;14;Text
10;83;830;8300;.208;.667;1.44;173;554;120;Text
10;474;4740;47400;.187;.578;1.51;886;2740;585;Text
7;45;315;6429;.254;.813;1.40;80;256;57;Text
7;14;98;2000;.316;.776;2.21;31;76;14;Text
10;137;1370;13700;.191;.693;1.40;261;949;187;Text
13;375;4875;28846;.154;.519;1.44;751;2531;521;Text
8;38;304;4750;.128;.444;1.86;39;135;21;Text
9;129;1161;14333;.169;.647;1.41;196;751;139;Text
8;15;120;1875;.317;.742;2.00;38;89;19;Text
8;73;584;9125;.235;.803;1.47;137;469;93;Text
10;510;5100;51000;.162;.537;1.47;827;2741;564;Text
7;15;105;2143;.400;.924;1.50;42;97;28;Text
9;107;963;11889;.209;.778;1.38;201;749;146;Text
10;511;5110;51100;.141;.542;1.36;721;2772;532;Text
8;15;120;1875;.292;.808;1.84;35;97;19;Text
2;537;1074;268.50;.538;.555;82.57;578;596;7;horiz_line
6;83;498;13833;.329;.823;1.58;164;410;104;Text
9;175;1575;19444;.177;.624;1.26;279;983;222;Text
10;511;5110;51100;.158;.625;1.35;805;3194;596;Text
8;15;120;1875;.283;.650;2.27;34;78;15;Text
10;508;5080;50800;.160;.628;1.41;813;3189;578;Text
9;490;4410;54444;.067;.323;1.40;297;1425;212;Text
8;14;112;1750;.295;.857;1.83;33;96;18;Text
7;41;287;5857;.254;.697;1.43;73;200;51;Text
10;510;5100;51000;.163;.542;1.36;832;2763;612;Text
9;195;1755;21667;.126;.383;1.53;221;673;144;Text
8;195;1560;24375;.175;.965;1.24;273;1506;221;Text
7;13;91;1857;.374;1.00;1.89;34;91;18;Text
2;69;138;34500;.087;.507;1.20;12;70;10;Text
3;538;1614;179.33;.370;.424;22.11;597;685;27;horiz_line
8;114;912;14250;.116;.408;1.45;106;372;73;Text
7;14;98;2000;.316;.908;1.94;31;89;16;Text
3;537;1611;179.00;.353;.364;71.13;569;587;8;horiz_line
14;57;798;4071;.742;.970;12.08;592;774;49;Text
14;227;3178;16214;.237;.839;3.34;754;2667;226;Text
13;38;494;2923;.324;.935;3.81;160;462;42;Text
28;61;1708;2179;.172;.509;1.97;294;870;149;picture
4;98;392;24500;.523;.980;2.14;205;384;96;Text
24;177;4248;7375;.514;.961;8.02;2182;4082;272;Text
24;281;6744;11708;.468;.903;7.95;3155;6088;397;Text
25;186;4650;7440;.485;.942;7.39;2253;4379;305;Text
25;292;7300;11680;.479;.954;7.58;3496;6967;461;Text
8;57;456;7125;.434;.958;2.91;198;437;68;Text
9;111;999;12333;.218;.810;1.70;218;809;128;Text
7;100;700;14286;.279;.980;1.63;195;686;120;Text
7;63;441;9000;.338;.998;1.80;149;440;83;Text
28;31;868;1107;.508;.767;7.47;441;666;59;graphic
7;215;1505;30714;.538;.993;3.20;810;1495;253;Text
9;82;738;9111;.383;.641;2.62;283;473;108;Text
9;181;1629;20111;.375;.738;2.90;611;1202;211;Text
9;106;954;11778;.373;.649;2.80;356;619;127;Text
9;102;918;11333;.404;.893;2.81;371;820;132;Text
8;124;992;15500;.427;.847;2.60;424;840;163;Text
9;185;1665;20556;.417;.786;3.13;694;1309;222;Text
9;166;1494;18444;.386;.750;2.95;576;1121;195;Text
2;537;1074;268.50;.621;.747;16.68;667;802;40;horiz_line
5;31;155;6200;.419;.948;1.91;65;147;34;Text
7;34;238;4857;.265;.748;1.40;63;178;45;Text
9;511;4599;56778;.164;.509;1.42;755;2339;530;Text
7;173;1211;24714;.207;.860;1.34;251;1042;187;Text
1;167;167;167.00;.192;1.00;1.03;32;167;31;Text
2;21;42;10500;.167;.643;1.40;7;27;5;Text
9;148;1332;16444;.198;.770;1.33;264;1025;198;Text
9;535;4815;59444;.192;.658;1.42;926;3167;654;Text
10;506;5060;50600;.150;.589;1.34;758;2980;564;Text
7;521;3647;74429;.091;.386;1.28;333;1409;260;Text
9;536;4824;59556;.126;.493;1.34;609;2377;456;Text
7;53;371;7571;.267;.679;1.57;99;252;63;Text
9;352;3168;39111;.205;.692;1.34;651;2193;486;Text
9;171;1539;19000;.121;.574;1.35;186;884;138;Text
9;102;918;11333;.193;.768;1.29;177;705;137;Text
9;194;1746;21556;.191;.691;1.40;333;1207;238;Text
9;256;2304;28444;.099;.446;1.36;227;1027;167;Text
1;60;60;60000;.200;1.00;1.09;12;60;11;Text
2;537;1074;268.50;.538;.594;32.11;578;638;18;horiz_line
6;80;480;13333;.352;.960;1.51;169;461;112;Text
8;148;1184;18500;.196;.718;1.28;232;850;181;Text
9;510;4590;56667;.161;.595;1.31;740;2732;566;Text
8;218;1744;27250;.144;.574;1.29;252;1001;195;Text
2;279;558;139.50;.075;.545;1.05;42;304;40;Text
9;301;2709;33444;.178;.694;1.30;482;1881;371;Text
7;218;1526;31143;.142;.623;1.26;216;951;171;Text
9;534;4806;59333;.169;.667;1.34;811;3208;607;Text
9;213;1917;23667;.203;.784;1.41;390;1503;276;Text
7;143;1001;20429;.113;.528;1.47;113;529;77;Text
10;317;3170;31700;.124;.484;1.32;392;1535;298;Text
7;205;1435;29286;.109;.573;1.26;156;822;124;Text
9;194;1746;21556;.169;.597;1.37;295;1043;215;Text
7;245;1715;35000;.143;.608;1.41;246;1042;175;Text
1;65;65;65000;.200;1.00;1.08;13;65;12;Text
9;180;1620;20000;.160;.523;1.39;259;847;186;Text
9;172;1548;19111;.171;.731;1.31;265;1131;202;Text
8;72;576;9000;.198;.736;1.25;114;424;91;Text
8;158;1264;19750;.102;.346;1.33;129;437;97;Text
7;92;644;13143;.143;.713;1.46;92;459;63;Text
1;45;45;45000;.200;1.00;1.13;9;45;8;Text
8;102;816;12750;.212;.884;1.25;173;721;138;Text
9;535;4815;59444;.156;.688;1.35;752;3312;555;Text
7;151;1057;21571;.077;.434;1.33;81;459;61;Text
9;363;3267;40333;.128;.532;1.28;417;1738;326;Text
2;537;1074;268.50;.556;.655;24.88;597;704;24;horiz_line
14;57;798;4071;.727;.951;11.84;580;759;49;Text
14;150;2100;10714;.225;.681;4.14;472;1430;114;Text
13;104;1352;8000;.198;.639;3.44;268;864;78;Text
13;38;494;2923;.334;.937;3.93;165;463;42;Text
30;61;1830;2033;.157;.483;1.88;288;884;153;picture
4;99;396;24750;.503;.942;2.40;199;373;83;Text
25;178;4450;7120;.475;.873;7.95;2115;3885;266;Text
25;186;4650;7440;.456;.868;8.06;2121;4035;263;Text
25;84;2100;3360;.443;.820;8.45;930;1722;110;Text
24;186;4464;7750;.514;.988;7.55;2296;4410;304;Text
25;292;7300;11680;.472;.915;7.51;3448;6676;459;Text
9;112;1008;12444;.213;.835;1.59;215;842;135;Text
8;60;480;7500;.433;.842;3.01;208;404;69;Text
8;100;800;12500;.245;.863;1.58;196;690;124;Text
7;63;441;9000;.338;.941;1.94;149;415;77;Text
29;32;928;1103;.476;.720;7.25;442;668;61;graphic
8;216;1728;27000;.408;.747;3.18;705;1290;222;Text
8;82;656;10250;.434;.750;2.91;285;492;98;Text
9;181;1629;20111;.369;.737;2.99;601;1201;201;Text
9;107;963;11889;.371;.650;2.59;357;626;138;Text
9;103;927;11444;.399;.831;2.98;370;770;124;Text
9;124;1116;13778;.367;.705;2.85;410;787;144;Text
9;186;1674;20667;.425;.786;3.24;712;1315;220;Text
9;167;1503;18556;.378;.727;2.88;568;1093;197;Text
2;537;1074;268.50;.537;.609;22.19;577;654;26;horiz_line
7;105;735;15000;.127;.410;1.39;93;301;67;Text
7;315;2205;45000;.056;.248;1.13;124;546;110;Text
7;13;91;1857;.330;.923;1.76;30;84;17;Text
2;538;1076;269.00;.518;.596;29.32;557;641;19;horiz_line
6;32;192;5333;.286;.760;1.41;55;146;39;Text
8;62;496;7750;.214;.645;1.43;106;320;74;Text
9;278;2502;30889;.176;.594;1.28;440;1485;345;Text
8;216;1728;27000;.156;.511;1.33;270;883;203;Text
7;13;91;1857;.363;.835;1.57;33;76;21;Text
9;492;4428;54667;.209;.781;1.33;924;3457;697;Text
9;341;3069;37889;.072;.305;1.35;222;935;165;Text
6;14;84;2333;.393;.905;1.57;33;76;21;Text
2;104;208;52000;.063;.529;1.08;13;110;12;Text
9;99;891;11000;.189;.745;1.40;168;664;120;Text
9;376;3384;41778;.225;.875;1.34;760;2960;569;Text
9;120;1080;13333;.176;.752;1.29;190;812;147;Text
6;13;78;2167;.372;.987;1.71;29;77;17;Text
9;511;4599;56778;.225;.798;1.38;1035;3670;751;Text
9;284;2556;31556;.137;.456;1.41;350;1165;249;Text
9;172;1548;19111;.167;.678;1.28;258;1050;202;Text
7;14;98;2000;.347;.949;1.79;34;93;19;Text
9;259;2331;28778;.189;.697;1.31;441;1624;336;Text
7;143;1001;20429;.105;.526;1.28;105;527;82;Text
6;13;78;2167;.346;.846;2.70;27;66;10;Text
8;510;4080;63750;.144;.531;1.32;586;2166;444;Text
7;14;98;2000;.327;.939;1.88;32;92;17;Text
9;177;1593;19667;.196;.750;1.38;313;1195;227;Text
9;353;3177;39222;.187;.634;1.45;594;2013;411;Text
9;144;1296;16000;.123;.612;1.33;160;793;120;Text
6;14;84;2333;.321;.881;1.80;27;74;15;Text
10;511;5110;51100;.141;.529;1.30;721;2701;555;Text
